SYMBOL,DATE,PRICE,SIZE
GOOG,20130315 10:00:00,816.48,446348
GOOG,20130315 11:00:00,815.94,176925
GOOG,20130315 12:00:00,816.27,154854
GOOG,20130315 13:00:00,816.17,125646
GOOG,20130315 14:00:00,815.29,183626
GOOG,20130315 15:00:00,814.58,488236
GOOG,20130318 9:00:00,805.50,471430
GOOG,20130318 10:00:00,808.81,204702
GOOG,20130318 11:00:00,808.08,162106
GOOG,20130318 12:00:00,810.43,218817
GOOG,20130318 13:00:00,809.09,97043
GOOG,20130318 14:00:00,809.46,136971
GOOG,20130318 15:00:00,807.62,346622
GOOG,20130319 9:00:00,815.55,412596
GOOG,20130319 10:00:00,815.87,360282
GOOG,20130319 11:00:00,812.99,259797
GOOG,20130319 12:00:00,808.88,319922
GOOG,20130319 13:00:00,807.82,208536
GOOG,20130319 14:00:00,808.82,176729
GOOG,20130319 15:00:00,810.67,273679
GOOG,20130320 9:00:00,815.03,299303
GOOG,20130320 10:00:00,814.13,246006
GOOG,20130320 11:00:00,812.56,137425
GOOG,20130320 12:00:00,812.22,105288
GOOG,20130320 13:00:00,812.53,91289
GOOG,20130320 14:00:00,813.38,178424
GOOG,20130320 15:00:00,814.60,296568
GOOG,20130321 9:00:00,814.39,314787
GOOG,20130321 10:00:00,813.89,148323
GOOG,20130321 11:00:00,814.76,151626
GOOG,20130321 12:00:00,814.00,99372
GOOG,20130321 13:00:00,812.37,162633
GOOG,20130321 14:00:00,811.77,164402
GOOG,20130321 15:00:00,811.88,316864
GOOG,20130322 9:00:00,812.81,229774
GOOG,20130322 10:00:00,813.78,320825
GOOG,20130322 11:00:00,812.81,139799
GOOG,20130322 12:00:00,811.72,144253
GOOG,20130322 13:00:00,812.19,119695
GOOG,20130322 14:00:00,811.57,112786
GOOG,20130322 15:00:00,810.41,318555
GOOG,20130325 9:00:00,814.76,307650
GOOG,20130325 10:00:00,817.25,286407
GOOG,20130325 11:00:00,812.44,179708
GOOG,20130325 12:00:00,809.35,291278
GOOG,20130325 13:00:00,808.73,230465
GOOG,20130325 14:00:00,809.89,107030
GOOG,20130325 15:00:00,808.76,223344
GOOG,20130326 9:00:00,811.85,193145
GOOG,20130326 10:00:00,809.14,214684
GOOG,20130326 11:00:00,810.81,107336
GOOG,20130326 12:00:00,810.64,106779
GOOG,20130326 13:00:00,812.20,108682
GOOG,20130326 14:00:00,810.78,127982
GOOG,20130326 15:00:00,810.74,269326
GOOG,20130327 9:00:00,804.34,522197
GOOG,20130327 10:00:00,802.76,552670
GOOG,20130327 11:00:00,803.02,225873
GOOG,20130327 12:00:00,802.19,257730
GOOG,20130327 13:00:00,803.46,110136
GOOG,20130327 14:00:00,803.83,139538
GOOG,20130327 15:00:00,802.39,279610
GOOG,20130328 9:00:00,799.93,391874
GOOG,20130328 10:00:00,798.00,342037
GOOG,20130328 11:00:00,797.45,241356
GOOG,20130328 12:00:00,795.01,260753
GOOG,20130328 13:00:00,795.45,153238
